user_id,reason,wallet_id
357503,e9y record expired,1294856126738718282
358781,e9y record expired,1173787795003857019
357451,e9y record expired,1172972687173521413
390177,e9y record expired,1222250171039276219
327317,e9y record expired,1115669948363633651
291714,e9y record expired,1179863756457485279
425305,e9y record expired,1278460068812639571
333450,e9y record expired,1129861645987750029
371950,e9y record expired,1208871809218981669
375953,e9y record expired,1200117635455255358
325764,e9y record expired,1191881764733582663
331959,e9y record expired,1126582812119407820
445339,e9y record expired,1299420870171468069
385685,e9y record expired,1273045705708696895
313773,e9y record expired,1174839842509307255
377309,e9y record expired,1263284032729434471
448645,e9y record expired,1308868483910591446
390783,e9y record expired,1255523452730223262
388731,e9y record expired,1218362805892319305
407614,e9y record expired,1250439882109206656
323570,e9y record expired,1105918120144210252
408720,e9y record expired,1299061466757804351
374085,e9y record expired,1246501747987566964
397374,e9y record expired,1287413312240785119
395869,e9y record expired,1337846008770077478
414918,e9y record expired,1260725224704036847
395189,e9y record expired,1240297945108290862
333994,e9y record expired,1134477481848834711
316108,e9y record expired,1091779376481397357
402459,e9y record expired,1241089143846775323
374175,e9y record expired,1265413503629080972
292840,e9y record expired,1138805832797037572
323472,e9y record expired,1168042045869885127
387856,e9y record expired,1217017794222028199
451562,e9y record expired,1305988557068110200
377865,e9y record expired,1204545259083521493
428808,e9y record expired,1278842302898659449
437808,e9y record expired,1291614981403796230
97905,e9y record expired,1272984613975887637
392674,e9y record expired,1232710533186051686
331325,e9y record expired,1287763982745511946
380829,e9y record expired,1212498983164601122
407239,e9y record expired,1251913813394777124
389806,e9y record expired,1220020750809622489
375031,e9y record expired,1200170155204897781
395147,e9y record expired,1232121254412354492
358758,e9y record expired,1232857294474739122
21298,e9y record expired,1150527032287252849
360205,e9y record expired,1200125301987622904
365381,e9y record expired,1186511352652055236
365725,e9y record expired,1187084465337824351
287293,e9y record expired,1064409794335570248
409466,e9y record expired,1268272428323571008
431804,e9y record expired,1284623213112330654
371771,e9y record expired,1203444108619867738
360137,e9y record expired,1224806950562572371
342417,e9y record expired,1154880151604367913
359545,e9y record expired,1174370863133390544
378510,e9y record expired,1249711765432263623
416524,e9y record expired,1262900402181901185
391740,e9y record expired,1246467287536967656
375998,e9y record expired,1200150279583713145
411859,e9y record expired,1257130027772620762
407546,e9y record expired,1249565247232393591
403407,e9y record expired,1242921104617063190
389527,e9y record expired,1220007874985853245
410417,e9y record expired,1254673497180291850
444664,e9y record expired,1298703227197024603
355867,e9y record expired,1168617561347692379
248909,e9y record expired,1082646365848248288
412510,e9y record expired,1258857264640598734
290022,e9y record expired,1157072107780822527
406241,e9y record expired,1247667229024126920
321334,e9y record expired,1291084189930859578
351972,e9y record expired,1162010665269712650
388126,e9y record expired,1217264835366090396
411163,e9y record expired,1376216532075248356
328077,e9y record expired,1217167281552519289
356817,e9y record expired,1278333968595326656
352892,e9y record expired,1166824195487514971
416493,e9y record expired,1273106322282577638
406055,e9y record expired,1247541606076282341
373652,e9y record expired,1261411479388111030
437386,e9y record expired,1299088590855296796
408801,e9y record expired,1266920440433390959
338170,e9y record expired,1137437071065627645
354602,e9y record expired,1373735866122316892
356368,e9y record expired,1187895763302741801
369207,e9y record expired,1192902301479319554
385268,e9y record expired,1289366618496167487
383179,e9y record expired,1210736402960214838
337729,e9y record expired,1255222096674191838
339474,e9y record expired,1187044528373467178
373124,e9y record expired,1197671994842605649
432463,e9y record expired,1284577631531505649
178710,e9y record expired,1060722212815525744
369924,e9y record expired,1212411482831996902
390012,e9y record expired,1220174075280793644
388385,e9y record expired,1217582303598707880
304875,e9y record expired,1084171377093231023
439454,e9y record expired,1346849146173528050
418974,e9y record expired,1268645092665893440
286437,e9y record expired,1074631900751914492
373056,e9y record expired,1253525302298712957
331306,e9y record expired,1124689881123255918
248412,e9y record expired,969393422002801929
448779,e9y record expired,1303440958652532985
389867,e9y record expired,1276191144472645857
346548,e9y record expired,1156249638235542252
428689,e9y record expired,1283048490027282686
353974,e9y record expired,1164680872144285277
272106,e9y record expired,1088236891975541123
285860,e9y record expired,1263262213669537413
361207,e9y record expired,1179759356070402115
340292,e9y record expired,1142055319431742512
390000,e9y record expired,1283241111195675874
378715,e9y record expired,1260766044712582543
399107,e9y record expired,1241875092605861361
383564,e9y record expired,1212020088808773735
353782,e9y record expired,1164711044987323603
387313,e9y record expired,1220489530285039289
409809,e9y record expired,1253861672180365510
359947,e9y record expired,1174815478187237275
357152,e9y record expired,1180247350842861319
379412,e9y record expired,1205435687885693453
271933,e9y record expired,1072992224573590848
389390,e9y record expired,1219466455245779347
370269,e9y record expired,1266305719502269064
390898,e9y record expired,1225260963106192066
412602,e9y record expired,1258857825482650425
392749,e9y record expired,1255187243008609300
396896,e9y record expired,1232785000554280847
270882,e9y record expired,1262157846929283165
184609,e9y record expired,1271966052621832355
380264,e9y record expired,1207194016190280115
411034,e9y record expired,1256762589378739742
366941,e9y record expired,1190341202214249403
403627,e9y record expired,1246531046501503604
398551,e9y record expired,1236338358752293506
337411,e9y record expired,1137211535062852677
379320,e9y record expired,1205567071663308405
395088,e9y record expired,1228789687055965509
351946,e9y record expired,1161942057161976842
197886,e9y record expired,1130043395696077165
404886,e9y record expired,1245771886151996862
378151,e9y record expired,1202743105366693205
429038,e9y record expired,1279138262852659012
369755,e9y record expired,1193262523026164226
361039,e9y record expired,1248555036363102695
385716,e9y record expired,1225425981505209202
391256,e9y record expired,1223253063609217392
360859,e9y record expired,1180669082770381677
324742,e9y record expired,1171462110870767409
415738,e9y record expired,1261615666838767083
337203,e9y record expired,1282768582495578544
391904,e9y record expired,1228082408311134250
369485,e9y record expired,1220779850214851949
342951,e9y record expired,1147260316427305603
319296,e9y record expired,1096376388968188994
377084,e9y record expired,1201948032009907966
337381,e9y record expired,1383107056832214948
415507,e9y record expired,1261150460408827209
383916,e9y record expired,1286492851996823195
430226,e9y record expired,1303852843744635174
379983,e9y record expired,1207755738500442104
286435,e9y record expired,1093964014039548048
428708,e9y record expired,1278795352616090969
388088,e9y record expired,1219332617485275681
377986,e9y record expired,1271867372570876397
396510,e9y record expired,1232133229761515846
383698,e9y record expired,1230655212177951924
394878,e9y record expired,1238288626832652525
369200,e9y record expired,1192897732108380450
286434,e9y record expired,1101913017607066301
377869,e9y record expired,1202655420938942429
362630,e9y record expired,1181478458847452811
357427,e9y record expired,1170758781258870233
289818,e9y record expired,1081914530668105190
377884,e9y record expired,1202657920048111393
378428,e9y record expired,1284501009571450050
353467,e9y record expired,1164196269647272481
375326,e9y record expired,1199600002013721212
386238,e9y record expired,1215345871338340066
405413,e9y record expired,1277990501253281177
401613,e9y record expired,1240149748404113138
360302,e9y record expired,1175417076977626805
401291,e9y record expired,1239826646847065946
357286,e9y record expired,1170137992607294239
376296,e9y record expired,1200577643286101457
260458,e9y record expired,1035003520993737046
364701,e9y record expired,1185187995587564371
288594,e9y record expired,1230919939140252689
422907,e9y record expired,1270838443246079151
401617,e9y record expired,1253740320692972006
372609,e9y record expired,1197260798061839325
317650,e9y record expired,1169007131609650081
363549,e9y record expired,1188271770419529319
284466,e9y record expired,1143692495403908335
443485,e9y record expired,1297291435191817412
397453,e9y record expired,1233546237120180164
353852,e9y record expired,1203153706238253771
384043,e9y record expired,1212484557118067976
383766,e9y record expired,1214722934216866680
327662,e9y record expired,1116650319638961728
374644,e9y record expired,1251503073870035844
375093,e9y record expired,1199422466880942633
412778,e9y record expired,1261814554846586063
376956,e9y record expired,1205008618575889905
370049,e9y record expired,1274042918986275768
373394,e9y record expired,1208805755941337040
384513,e9y record expired,1213047049290376369
355593,e9y record expired,1216143870794280650
393985,e9y record expired,1236390196529148446
307304,e9y record expired,1084209181977078908
196306,e9y record expired,1216081286460639074
330924,e9y record expired,1167844081454122631
420808,e9y record expired,1268634962868485315
328339,e9y record expired,1217482297795813187
360371,e9y record expired,1175534040375722036
347377,e9y record expired,1238644045818793363
377655,e9y record expired,1250948368404326303
358522,e9y record expired,1174008148666786591
380009,e9y record expired,1205772893366932882
298047,e9y record expired,1075883347620936956
331918,e9y record expired,1279179718344855391
393234,e9y record expired,1228365644593759746
284694,e9y record expired,1062419422454499381
332787,e9y record expired,1167175126301667154
329964,e9y record expired,1124643738027617970
378058,e9y record expired,1237873154244427765
356383,e9y record expired,1229819873918067543
378172,e9y record expired,1206011683180701017
305926,e9y record expired,1088853057894946098
307626,e9y record expired,1128030764561744658
384781,e9y record expired,1213219352191182748
395065,e9y record expired,1278373831330480171
373676,e9y record expired,1275799078657627006
384311,e9y record expired,1260599897726101847
396734,e9y record expired,1232542027952598045
325083,e9y record expired,1116822204823895963
339231,e9y record expired,1210022015409487101
290822,e9y record expired,1222191780351726511
375432,e9y record expired,1199731588472120228
399918,e9y record expired,1239949505487299524
372594,e9y record expired,1197252293442175871
384867,e9y record expired,1213270194674486196
332228,e9y record expired,1137327340118053731
367832,e9y record expired,1216044917055429042
395947,e9y record expired,1238138368339056852
372215,e9y record expired,1205974368700217118
321238,e9y record expired,1109878302387616862
369733,e9y record expired,1194703445634851540
265085,e9y record expired,1017040837011750309
320131,e9y record expired,1126982797639054492
371918,e9y record expired,1197733160191369845
306296,e9y record expired,1108990657607106002
315539,e9y record expired,1092862287796795810
347982,e9y record expired,1175156092225448540
397345,e9y record expired,1233461394638552071
368480,e9y record expired,1204499255094301350
320903,e9y record expired,1151923064613979524
327191,e9y record expired,1166997340529017801
371672,e9y record expired,1200776976992271132
362989,e9y record expired,1181996872941276086
359553,e9y record expired,1174375685060964287
278298,e9y record expired,1290716629440103296
403554,e9y record expired,1244264678935542735
298950,e9y record expired,1242873753375490134
326264,e9y record expired,1112976770167159876
379283,e9y record expired,1232717290655975403
388250,e9y record expired,1217868783680765578
370974,e9y record expired,1194736050853921671
283442,e9y record expired,1059320166800372348
355829,e9y record expired,1171472394618259203
326263,e9y record expired,1112975839922652940
246516,e9y record expired,971440871711399274
327668,e9y record expired,1116294197388230579
326267,e9y record expired,1121271274859887402
326292,e9y record expired,1113039568807035458
244808,e9y record expired,1025472180392509965
240876,e9y record expired,950941070329854073
276305,e9y record expired,1054947828715366949
326295,e9y record expired,1137415498813875778
326367,e9y record expired,1137376152512966883
326041,e9y record expired,1139342059312852738
365328,e9y record expired,1190307801373661899
370181,e9y record expired,1193726730460259108
373235,e9y record expired,1197911986683676661
335505,e9y record expired,1204217289195878263
392181,e9y record expired,1223670716515491302
362564,e9y record expired,1187058696755532898
372786,e9y record expired,1197342734103800776
389714,e9y record expired,1219805737946014808
408968,e9y record expired,1251573362641429422
350566,e9y record expired,1161424626986821060
252590,e9y record expired,1197215453933178921
387016,e9y record expired,1220598506710975993
342265,e9y record expired,1146480177985494324
326814,e9y record expired,1215472590217679279
328522,e9y record expired,1166451318543995782
343469,e9y record expired,1148655019019690282
292435,e9y record expired,1172569845111693841
377804,e9y record expired,1203361092900836056
374601,e9y record expired,1243441951191250032
376050,e9y record expired,1200164582357988809
368273,e9y record expired,1200171197829434275
376038,e9y record expired,1225556464900833484
368018,e9y record expired,1240773781747588003
323954,e9y record expired,1106670683339319704
367503,e9y record expired,1191506305301394608
329374,e9y record expired,1124793985755234046
389554,e9y record expired,1220398256826210412
383275,e9y record expired,1210983937866855007
390108,e9y record expired,1220393783520862278
336458,e9y record expired,1134404850988988286
327887,e9y record expired,1118211680539178075
385884,e9y record expired,1215073350522150059
348451,e9y record expired,1161417937228863663
391617,e9y record expired,1223391081226251276
371883,e9y record expired,1199795521081827224
334123,e9y record expired,1131168948257866111
363105,e9y record expired,1187563932523811345
375502,e9y record expired,1199772601652055984
324557,e9y record expired,1108449168858868933
393156,e9y record expired,1230709394013300453
369794,e9y record expired,1193265519277701632
271559,e9y record expired,1032328366544230165
307850,e9y record expired,1085644931938854681
352735,e9y record expired,1164335972443251027
348437,e9y record expired,1157729919414430432
371778,e9y record expired,1207768895226047186
348005,e9y record expired,1157696800901623863
331314,e9y record expired,1204873110125015524
283417,e9y record expired,1131043063870475049
371929,e9y record expired,1195809468025684184
370322,e9y record expired,1197587100443921051
332342,e9y record expired,1132064105258453885
383100,e9y record expired,1210662510117706753
362751,e9y record expired,1192880169306115132
383317,e9y record expired,1211007370381036887
390207,e9y record expired,1300616127664921427
368034,e9y record expired,1192599149694577628
370925,e9y record expired,1194700919672661840
368095,e9y record expired,1200453000144325649
363324,e9y record expired,1198106458954303840
362887,e9y record expired,1195441526743483151
362944,e9y record expired,1195593887638529171
362848,e9y record expired,1191904343820312670
375732,e9y record expired,1200228039461594901
390273,e9y record expired,1220551435628243117
366827,e9y record expired,1196543883680845227
362902,e9y record expired,1197765823926276626
389989,e9y record expired,1220213104072682173
362914,e9y record expired,1198107245117047800
362696,e9y record expired,1191906088009784415
373443,e9y record expired,1198317410094460383
284277,e9y record expired,1084594058323449524
367724,e9y record expired,1192832841924989934
373925,e9y record expired,1202739766104696479
382822,e9y record expired,1210289485661331970
388510,e9y record expired,1254919064672223796
363433,e9y record expired,1271569058636347421
264348,e9y record expired,1179183194760371549
374853,e9y record expired,1213172970201492853
362931,e9y record expired,1181809730398602547
376772,e9y record expired,1200933621187196638
372504,e9y record expired,1212403054786409792
370880,e9y record expired,1200184643805024722
378873,e9y record expired,1218240371072728900
407325,e9y record expired,1250202793952473495
378987,e9y record expired,1208575734530793648
387977,e9y record expired,1217266798907409870
367944,e9y record expired,1193367153095566497
304071,e9y record expired,1089408591666937905
348899,e9y record expired,1184159087950992867
224846,e9y record expired,928825783641771475
373386,e9y record expired,1197978075919479342
347633,e9y record expired,1156683681430051867
335727,e9y record expired,1192150176213890376
340593,e9y record expired,1173298728382226590
290512,e9y record expired,1072887308926459795
248696,e9y record expired,973950804725253416
264510,e9y record expired,1078944995349631505
264486,e9y record expired,1015873285831632064
332107,e9y record expired,1126992179906607832
262966,e9y record expired,1015071610405068895
213607,e9y record expired,929758289941212649
337364,e9y record expired,1219649823757038569
300113,e9y record expired,1193939945507260965
341094,e9y record expired,1206287445128492990
344045,e9y record expired,1164251587330006916
340913,e9y record expired,1172156774770584267
384522,e9y record expired,1252729552114147508
367624,e9y record expired,1263138998252938573
346081,e9y record expired,1163983794894674827
343118,e9y record expired,1187910314531255522
352811,e9y record expired,1162905378712645607
354507,e9y record expired,1165342129775150358
339072,e9y record expired,1167191926686442529
354874,e9y record expired,1192908543120165430
345727,e9y record expired,1196832611590706397
244991,e9y record expired,1037138188343285999
385419,e9y record expired,1214637601093239233
378274,e9y record expired,1203004182403439073
285398,e9y record expired,1061331638441148345
267399,e9y record expired,1100759878039079402
307939,e9y record expired,1085734512277535780
283798,e9y record expired,1059871331019943835
370959,e9y record expired,1194716761456163135
368831,e9y record expired,1205301512698241834
353949,e9y record expired,1192892565143560864
369072,e9y record expired,1193025849569658657
368811,e9y record expired,1197623788334152962
379165,e9y record expired,1204533672269191480
303902,e9y record expired,1117084707179723012
318048,e9y record expired,1093612881618823304
285202,e9y record expired,1069840873397792407
280175,e9y record expired,1053060530582363535
355576,e9y record expired,1192502138089658906
359210,e9y record expired,1173971635686069679
344713,e9y record expired,1312095253295651629
344874,e9y record expired,1153778447553574355
378882,e9y record expired,1204122070222461300
323440,e9y record expired,1105862294291527492
227522,e9y record expired,932748550734783270
359088,e9y record expired,1173492713266363895
367700,e9y record expired,1199907869524724073
389887,e9y record expired,1223074196476125867
358690,e9y record expired,1192590093154087405
381443,e9y record expired,1235341152089179094
371200,e9y record expired,1195336046258630425
216335,e9y record expired,1191580675083810646
370888,e9y record expired,1204483843987106797
379601,e9y record expired,1207364062364892278
378701,e9y record expired,1203472665101506218
378708,e9y record expired,1203455748519466023
371314,e9y record expired,1195092293841679959
415307,e9y record expired,1265720987677252785
345269,e9y record expired,1159949577169820312
344453,e9y record expired,1232167828745561575
347928,e9y record expired,1182805428742342165
345212,e9y record expired,1151962393810961595
13686,e9y record expired,1170031217737581833
346658,e9y record expired,1188648808596565792
343694,e9y record expired,1149031286686248504
342642,e9y record expired,1154114086353997865
343752,e9y record expired,1190661489233796764
369685,e9y record expired,1193235667969157252
359995,e9y record expired,1192897823383295704
369984,e9y record expired,1193321588800685220
264985,e9y record expired,1145004896764207446
326035,e9y record expired,1112020686720847490
370855,e9y record expired,1194672608965095888
372688,e9y record expired,1197290223950649962
356050,e9y record expired,1168644436893277739
343439,e9y record expired,1151927180893206335
359449,e9y record expired,1237896363102160404
359346,e9y record expired,1180208532918791162
359263,e9y record expired,1179156449569438907
359252,e9y record expired,1179122223868400809
359886,e9y record expired,1207066128930439579
353239,e9y record expired,1193346623437706346
362362,e9y record expired,1180966628436923707
364062,e9y record expired,1184268037137672302
359249,e9y record expired,1223682888305208423
362261,e9y record expired,1184629996935102312
360405,e9y record expired,1176699255600352818
376265,e9y record expired,1201036705901137924
371449,e9y record expired,1195807811368944265
360141,e9y record expired,1175120739278088446
376334,e9y record expired,1205598298439561423
376250,e9y record expired,1246255562035828893
368111,e9y record expired,1192514381881942668
351650,e9y record expired,1192879074448700024
265154,e9y record expired,1057466642367923156
346627,e9y record expired,1154511386154887005
267578,e9y record expired,1067938024640253899
287704,e9y record expired,1065327926991972709
331212,e9y record expired,1169264173907316835
330243,e9y record expired,1124431009999741856
325167,e9y record expired,1109582372721098868
365373,e9y record expired,1194810472294074761
331760,e9y record expired,1126221787260154111
303505,e9y record expired,1165013873896678592
241389,e9y record expired,1070176145951503265
367450,e9y record expired,1199418774072682041
281508,e9y record expired,1055604480817560261
277547,e9y record expired,1072914191319188877
259735,e9y record expired,1082752382162110201
321577,e9y record expired,1101302849876405233
354993,e9y record expired,1166501578840863176
361693,e9y record expired,1230546703730990703
273960,e9y record expired,1179591690148895345
326344,e9y record expired,1116877647936761372
330473,e9y record expired,1131285998139054711
264393,e9y record expired,1024513214960731822
270318,e9y record expired,1036639784400536694
343175,e9y record expired,1147646878773073403
381748,e9y record expired,1224850492724621830
322201,e9y record expired,1103047344200382007
332034,e9y record expired,1126760604138162554
303972,e9y record expired,1080579436600697573
340524,e9y record expired,1143579157911457397
333858,e9y record expired,1131272938758534676
315963,e9y record expired,1113948245761272987
291520,e9y record expired,1071142008601295741
360537,e9y record expired,1207318100686391425
344219,e9y record expired,1357045855434467582
324809,e9y record expired,1126262507032312717
272419,e9y record expired,1045073204911835753
337293,e9y record expired,1176982646428830780